train_loss,train_binary_accuracy,train_binary_auroc,train_binary_precision,train_binary_recall,epoch,step
0.6234450340270996,0.69287109375,0.6970788240432739,0.6901311278343201,0.8474576473236084,0,49
0.6203362345695496,0.70361328125,0.7172216176986694,0.71257483959198,0.8102127909660339,0,99
0.5958865880966187,0.7255859375,0.7441669702529907,0.7141818404197693,0.853171169757843,0,149
0.5917870998382568,0.712890625,0.7457824349403381,0.713965654373169,0.8234280943870544,0,199
0.602654755115509,0.70751953125,0.7247069478034973,0.7185238599777222,0.8254364132881165,0,249
0.5787509679794312,0.72802734375,0.7592378854751587,0.7296718955039978,0.851790189743042,0,299
0.5799524188041687,0.72216796875,0.761662483215332,0.7381317019462585,0.8094038367271423,0,349
